spotify_track_id,song_name,artist_names,artist_ids,all_time_streams,years_on_chart,parent_genres,genres,album,album_date,album_label,release_date,release_date_precision,album_type
3qy7P1Vr6eGIwHP9DCUHwK,Jag trodde änglarna fanns,Kamferdrops,3LzHaN3Y3gT35BudaFqVyy,932242,2017,,,Jag trodde änglarna fanns,2017-05-12,Virgin Music Label And Artist Services,2017-05-12,day,single
3qzp4hb3YaRIkezSceqpRR,Guiding Light,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,1023137,2018,"Folk/Acoustic, Rock","folk, indie folk, folk rock",Guiding Light,2018-09-20,"Mumford & Sons, under exclusive license to Glassnote Entertainment Group LLC",2018-09-20,day,single
3r1cV21xPMkgCmxk8VqWOB,Cherry Lady,Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,26441863,2019,Hip Hop,german hip hop,Cherry Lady,2019-03-22,Urban,2019-03-22,day,single
3r8RuvgbX9s7ammBn07D3W,Ditto,NewJeans,6HvZYsbFfjnjFrWF950C9d,632588128,"2022,2023",Pop,k-pop,Ditto,2022-12-19,ADOR,2022-12-19,day,single
3r9FFjLrAIQjoR8pSHVPC9,Outro : Ego,BTS,3Nrfpe0tUJi4K4DXYWgMUX,4789829,2020,Pop,k-pop,MAP OF THE SOUL : 7,2020-02-21,BIGHIT MUSIC / HYBE,2020-02-21,day,album
3rFF7kSm5qBOOPs6ljFgPp,The Cut Off (feat. kiLL edward),"J. Cole, kiLL edward","6l3HvQ5sa6mXTsMTB19rO5, 3EWxytcxaM0tksU6v3je2Q",17625597,2018,Hip Hop,"rap, ",KOD,2018-04-20,J. Cole P&D,2018-04-20,day,album
3rK43VNP0142Kbxt8nuAhD,Worst In Me,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m,571769,2017,,,Nervous System,2017-07-28,Universal Music Group,2017-07-28,day,album
3rOSwuTsUlJp0Pu0MkN8r8,Mask Off,Future,1RyvyyTE3xzB2ZywiAwp0i,483709496,2017,Hip Hop,rap,FUTURE,2017-08-04,Epic/Freebandz/A1,2017-08-04,day,album
3rPAD722s5FFNnwjC91t7Z,Quiere Beber,Anuel AA,2R21vXR83lH98kGeO99Y66,118961009,"2018,2019",Latin,"reggaeton, trap latino, urbano latino, latin",Real Hasta la Muerte,2018-07-17,"2018 Real Hasta La Muerte, Inc.",2018-07-17,day,album
3rRin3LyLY92kpEbkCgwf4,Basta Você Me Ligar - Ao Vivo,"Os Barões Da Pisadinha, Xand Avião","5Lv2GUVwqmQBPwrTrxucE5, 43DRDu6nLSeIedZ7T1A616",15122114,"2020,2021","Country, Latin","piseiro, forró, sertanejo, arrocha, brega, tecnobrega, agronejo, sertanejo universitário",DVD Novo dos Barões da Pisadinha Ao Vivo,2020-10-15,Sony Music Entertainment,2020-10-15,day,album
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2062079213,"2023,2024",,,greedy,2023-09-15,RCA Records Label,2023-09-15,day,single
3rV5y8rcQrwRt9fWGLmjOQ,All Eyes On Me,Bo Burnham,2Waw2sSbqvAwK8NwACNjVo,12468173,2021,Country,comedy,Inside (The Songs),2021-06-10,Bo Burnham,2021-06-10,day,album
3rWDp9tBPQR9z6U5YyRSK4,Midnight Rain,Taylor Swift,06HL4z0CvFAxyc27GXpf02,398224434,"2022,2023",,,Midnights,2022-10-21,Taylor Swift,2022-10-21,day,album
3ra4PQCtSVULClEqj2XXf7,Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,16168957,2024,"Easy listening, Jazz","christmas, big band, adult standards, swing music, vocal jazz, jazz",Classic Songs,2021-08-02,WTM CLASSIC,2021-08-02,day,compilation
3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),"MEDUZA, James Carter, Elley Duhé, FAST BOY","0xRXCcSX89eobfrshSVdyu, 5344K3N7rx7kw1HjO8psuq, 67MNhiAICFY6Pwc2YxCO0K, 56Qz2XwGj7FxnNKrfkWjnb",17646227,"2022,2023",,,Bad Memories (feat. Elley Duhé & FAST BOY),2022-07-22,Universal-Island Records Ltd.,2022-07-22,day,single
3rdAz1fbUfZxYgaCviYhRo,Todo De Ti,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,235916049,"2021,2022",Latin,"reggaeton, urbano latino, trap latino, latin",VICE VERSA,2021-12-10,Sony Music Latin/Duars Entertainment,2021-12-10,day,album
